"LP.","Data","Typ instrumentu","Nazwa","ISIN","Kurs otwarcia","Kurs maksymalny","Kurs minimalny","Kurs zamkniecia","Zmiana","Wolumen obrotu","Liczba transakcji","Wartosc obrotu w tys. zl","Liczba otwartych pozycji","Wartosc otwartych pozycji w mln zl","Cena nominalna obligacji","Waluta"
222,"2008-10-08",10,"ASSECOBS","PLABS0000018","10,85","10,85","10,85","10,85","12,44",10,1,"0,22",0,0,0,
223,"2008-10-09",10,"ASSECOBS","PLABS0000018","10,65","10,65","10,2","10,3","-5,07",1109,5,"22,84",0,0,0,
224,"2008-10-10",10,"ASSECOBS","PLABS0000018","9,8",10,"9,8",10,"-2,91",1100,2,"21,6",0,0,0,
225,"2008-10-13",10,"ASSECOBS","PLABS0000018","10,5","10,5","9,52",10,0,220,5,"4,33",0,0,0,
226,"2008-10-14",10,"ASSECOBS","PLABS0000018","10,5","10,5","10,5","10,5",5,10,1,"0,21",0,0,0,
227,"2008-10-15",10,"ASSECOBS","PLABS0000018","10,5","10,5","10,05","10,05","-4,29",1146,3,"23,09",0,0,0,
228,"2008-10-16",10,"ASSECOBS","PLABS0000018","10,1","10,15","9,6","10,15",1,25,3,"0,5",0,0,0,
229,"2008-10-17",10,"ASSECOBS","PLABS0000018","10,5","10,5","9,55","9,55","-5,91",5543,17,"105,95",0,0,0,
230,"2008-10-20",10,"ASSECOBS","PLABS0000018","10,4","10,4","10,4","10,4","8,9",20,1,"0,42",0,0,0,
231,"2008-10-21",10,"ASSECOBS","PLABS0000018","10,48","10,48","9,85","10,4",0,1030,3,"20,33",0,0,0,
232,"2008-10-22",10,"ASSECOBS","PLABS0000018","9,6","10,48","9,6","10,28","-1,15",304,4,"5,98",0,0,0,
233,"2008-10-23",10,"ASSECOBS","PLABS0000018","9,6","10,1","9,6","10,1","-1,75",1023,4,"19,66",0,0,0,
234,"2008-10-24",10,"ASSECOBS","PLABS0000018","9,45","9,45","9,09","9,09",-10,1001,2,"18,92",0,0,0,
235,"2008-10-27",10,"ASSECOBS","PLABS0000018","8,4","9,25","8,4","8,41","-7,48",165,8,"3,04",0,0,0,
236,"2008-10-28",10,"ASSECOBS","PLABS0000018","8,6","8,6","8,6","8,6","2,26",11290,7,"194,19",0,0,0,
237,"2008-10-29",10,"ASSECOBS","PLABS0000018",9,9,"8,55","8,55","-0,58",22,2,"0,39",0,0,0,
238,"2008-10-30",10,"ASSECOBS","PLABS0000018",9,"9,15",9,"9,15","7,02",120,4,"2,19",0,0,0,
239,"2008-10-31",10,"ASSECOBS","PLABS0000018",9,"9,15","8,42","9,15",0,469,5,"8,36",0,0,0,
240,"2008-11-03",10,"ASSECOBS","PLABS0000018","9,59","9,59","8,95","9,59","4,81",1030,3,"18,48",0,0,0,
241,"2008-11-04",10,"ASSECOBS","PLABS0000018","9,5","9,5","8,9","8,9","-7,19",361,4,"6,86",0,0,0,
242,"2008-11-05",10,"ASSECOBS","PLABS0000018","8,95","9,5","8,6","8,9",0,1213,7,"21,81",0,0,0,
243,"2008-11-06",10,"ASSECOBS","PLABS0000018","8,41","8,9","8,41","8,9",0,650,5,"11,23",0,0,0,
244,"2008-11-07",10,"ASSECOBS","PLABS0000018","8,8","8,8","8,8","8,8","-1,12",10,1,"0,18",0,0,0,
245,"2008-11-10",10,"ASSECOBS","PLABS0000018","8,7","8,8","8,31","8,8",0,360,4,"6,21",0,0,0,
246,"2008-11-12",10,"ASSECOBS","PLABS0000018","8,4",9,"8,4",9,"2,27",220,4,"3,91",0,0,0,
247,"2008-11-13",10,"ASSECOBS","PLABS0000018",0,0,0,9,0,0,0,0,0,0,0,
248,"2008-11-14",10,"ASSECOBS","PLABS0000018",9,9,9,9,0,10,1,"0,18",0,0,0,
249,"2008-11-17",10,"ASSECOBS","PLABS0000018","8,41",9,"8,4",9,0,1110,4,"18,66",0,0,0,
250,"2008-11-18",10,"ASSECOBS","PLABS0000018","8,4","8,69","8,4","8,69","-3,44",1110,3,"18,71",0,0,0,
251,"2008-11-19",10,"ASSECOBS","PLABS0000018","8,02","8,69","8,02","8,69",0,111,3,"1,93",0,0,0,
252,"2008-11-20",10,"ASSECOBS","PLABS0000018","8,61","8,61","8,61","8,61","-0,92",30,1,"0,52",0,0,0,
253,"2008-11-21",10,"ASSECOBS","PLABS0000018","8,61","8,61",8,8,"-7,08",11,2,"0,19",0,0,0,
254,"2008-11-24",10,"ASSECOBS","PLABS0000018",8,"8,61",8,"8,61","7,63",234,4,"3,96",0,0,0,
255,"2008-11-25",10,"ASSECOBS","PLABS0000018",9,"9,19",9,"9,19","6,74",60,3,"1,1",0,0,0,
256,"2008-11-26",10,"ASSECOBS","PLABS0000018","8,85","8,85","8,8","8,8","-4,24",3200,2,"56,47",0,0,0,
257,"2008-11-27",10,"ASSECOBS","PLABS0000018","8,89","8,89","8,89","8,89","1,02",1200,1,"21,34",0,0,0,
258,"2008-11-28",10,"ASSECOBS","PLABS0000018","8,7","8,7","8,5","8,59","-3,37",1133,4,"19,27",0,0,0,
259,"2008-12-01",10,"ASSECOBS","PLABS0000018","8,25","8,25","8,25","8,25","-3,96",1120,3,"18,48",0,0,0,
260,"2008-12-02",10,"ASSECOBS","PLABS0000018","8,15",9,"8,15",9,"9,09",770,5,"13,06",0,0,0,
261,"2008-12-03",10,"ASSECOBS","PLABS0000018","8,99","8,99","8,62","8,95","-0,56",212,4,"3,68",0,0,0,
262,"2008-12-04",10,"ASSECOBS","PLABS0000018","8,4","8,69","8,4","8,69","-2,91",1110,4,"18,67",0,0,0,
263,"2008-12-05",10,"ASSECOBS","PLABS0000018","7,85","8,75","7,85","8,74","0,58",101,6,"1,66",0,0,0,
264,"2008-12-08",10,"ASSECOBS","PLABS0000018","8,8","8,8","8,25","8,26","-5,49",8561,18,"141,75",0,0,0,
265,"2008-12-09",10,"ASSECOBS","PLABS0000018","8,1","8,1","7,44","7,44","-9,93",461,5,"7,24",0,0,0,
266,"2008-12-10",10,"ASSECOBS","PLABS0000018","7,46","7,51","6,88","6,88","-7,53",2747,14,"39,33",0,0,0,
267,"2008-12-11",10,"ASSECOBS","PLABS0000018","6,88","6,88","6,31","6,31","-8,28",4000,14,"53,52",0,0,0,
268,"2008-12-12",10,"ASSECOBS","PLABS0000018","6,31","6,39","6,29","6,29","-0,32",31410,9,"398,86",0,0,0,
269,"2008-12-15",10,"ASSECOBS","PLABS0000018","6,29","6,29","6,2","6,2","-1,43",185,4,"2,33",0,0,0,
270,"2008-12-16",10,"ASSECOBS","PLABS0000018","6,19","6,19","5,81","6,15","-0,81",474,5,"5,7",0,0,0,
271,"2008-12-17",10,"ASSECOBS","PLABS0000018","5,9","5,9","5,61","5,9","-4,07",1320,5,"15,32",0,0,0,
272,"2008-12-18",10,"ASSECOBS","PLABS0000018","5,65","5,9","5,5","5,89","-0,17",1755,7,"19,61",0,0,0,
273,"2008-12-19",10,"ASSECOBS","PLABS0000018","5,51","5,55","5,51","5,55","-5,77",1260,4,"13,95",0,0,0,
274,"2008-12-22",10,"ASSECOBS","PLABS0000018","5,46","5,46","5,46","5,46","-1,62",91,1,"0,99",0,0,0,
275,"2008-12-23",10,"ASSECOBS","PLABS0000018","5,49","5,5","5,02","5,02","-8,06",406,5,"4,46",0,0,0,
276,"2008-12-29",10,"ASSECOBS","PLABS0000018","5,09","5,09","4,87","4,89","-2,59",1600,8,"15,73",0,0,0,
277,"2008-12-30",10,"ASSECOBS","PLABS0000018","4,88","4,88","4,48","4,84","-1,02",6873,20,"62,87",0,0,0,
278,"2008-12-31",10,"ASSECOBS","PLABS0000018","4,5","4,89","4,3","4,3","-11,16",26530,22,"236,46",0,0,0,
279,"2009-01-05",10,"ASSECOBS","PLABS0000018","4,6","4,98","4,59","4,98","15,81",2200,7,"20,38",0,0,0,
280,"2009-01-06",10,"ASSECOBS","PLABS0000018",5,"5,19","4,98","5,19","4,22",84082,10,"838,27",0,0,0,
281,"2009-01-07",10,"ASSECOBS","PLABS0000018","5,1","5,23",5,"5,2","0,19",102557,14,"1056,54",0,0,0,
282,"2009-01-08",10,"ASSECOBS","PLABS0000018","5,22","5,29","5,22","5,27","1,35",3151,11,"33,03",0,0,0,
283,"2009-01-09",10,"ASSECOBS","PLABS0000018","5,34","5,34","5,34","5,34","1,33",92,1,"0,98",0,0,0,
284,"2009-01-12",10,"ASSECOBS","PLABS0000018","5,35","5,35","5,35","5,35","0,19",20,1,"0,21",0,0,0,
285,"2009-01-13",10,"ASSECOBS","PLABS0000018","5,04","5,44","5,01","5,43","1,5",7100,9,"76,36",0,0,0,
286,"2009-01-14",10,"ASSECOBS","PLABS0000018","5,08","5,5","5,08","5,5","1,29",3082,8,"31,68",0,0,0,
287,"2009-01-15",10,"ASSECOBS","PLABS0000018","5,46","5,65","5,46","5,65","2,73",724,7,"7,96",0,0,0,
288,"2009-01-16",10,"ASSECOBS","PLABS0000018","5,89","6,5","5,89","6,5","15,04",8816,16,"108,4",0,0,0,
289,"2009-01-19",10,"ASSECOBS","PLABS0000018","7,15","7,2",7,"7,2","10,77",2077,13,"29,64",0,0,0,
290,"2009-01-20",10,"ASSECOBS","PLABS0000018","7,15","7,15","6,8","6,8","-5,56",558,7,"7,93",0,0,0,
291,"2009-01-21",10,"ASSECOBS","PLABS0000018","6,4","6,7","6,05","6,7","-1,47",8130,11,"100,57",0,0,0,
292,"2009-01-22",10,"ASSECOBS","PLABS0000018","6,72","6,72","6,05","6,49","-3,13",4804,16,"60,71",0,0,0,
293,"2009-01-23",10,"ASSECOBS","PLABS0000018","6,47","6,47","6,25","6,45","-0,62",430,3,"5,39",0,0,0,
294,"2009-01-26",10,"ASSECOBS","PLABS0000018","6,45","6,45","6,25","6,45",0,2496,7,"32,19",0,0,0,
295,"2009-01-27",10,"ASSECOBS","PLABS0000018","6,45","6,45","6,45","6,45",0,43,1,"0,55",0,0,0,
296,"2009-01-28",10,"ASSECOBS","PLABS0000018","6,21","6,45","6,21","6,45",0,550,2,"6,86",0,0,0,
297,"2009-01-29",10,"ASSECOBS","PLABS0000018","6,5","6,5","6,45","6,45",0,126,3,"1,63",0,0,0,
298,"2009-01-30",10,"ASSECOBS","PLABS0000018","6,45","6,45","6,45","6,45",0,200,1,"2,58",0,0,0,
299,"2009-02-02",10,"ASSECOBS","PLABS0000018","6,1","6,1","6,05","6,05","-6,2",1900,5,"23,14",0,0,0,
300,"2009-02-03",10,"ASSECOBS","PLABS0000018","6,17","6,17",6,"6,17","1,98",155,3,"1,87",0,0,0,
301,"2009-02-04",10,"ASSECOBS","PLABS0000018","6,5","6,5",6,"6,5","5,35",350,4,"4,45",0,0,0,
302,"2009-02-05",10,"ASSECOBS","PLABS0000018","6,6","6,6","6,4","6,4","-1,54",110,2,"1,41",0,0,0,
303,"2009-02-06",10,"ASSECOBS","PLABS0000018","6,39","6,39","6,39","6,39","-0,16",10,1,"0,13",0,0,0,
304,"2009-02-09",10,"ASSECOBS","PLABS0000018","6,4","6,4","6,05","6,1","-4,54",1760,5,"21,46",0,0,0,
305,"2009-02-10",10,"ASSECOBS","PLABS0000018","6,05","6,05",6,6,"-1,64",535,6,"6,44",0,0,0,
306,"2009-02-11",10,"ASSECOBS","PLABS0000018",6,6,6,6,0,85,1,"1,02",0,0,0,
307,"2009-02-12",10,"ASSECOBS","PLABS0000018","5,95",6,"5,4",6,0,673,5,"7,61",0,0,0,
308,"2009-02-13",10,"ASSECOBS","PLABS0000018",6,"6,18",6,"6,18",3,1000,2,"12,32",0,0,0,
309,"2009-02-16",10,"ASSECOBS","PLABS0000018","5,65",6,"5,65",6,"-2,91",1500,2,"17,3",0,0,0,
310,"2009-02-17",10,"ASSECOBS","PLABS0000018","5,9","5,9","5,9","5,9","-1,67",200,1,"2,36",0,0,0,
311,"2009-02-18",10,"ASSECOBS","PLABS0000018","5,99","5,99","5,99","5,99","1,53",57,2,"0,68",0,0,0,
312,"2009-02-19",10,"ASSECOBS","PLABS0000018","6,45","6,45","6,45","6,45","7,68",10,1,"0,13",0,0,0,
313,"2009-02-20",10,"ASSECOBS","PLABS0000018","5,32","6,35","5,32","6,35","-1,55",1100,7,"11,91",0,0,0,
314,"2009-02-23",10,"ASSECOBS","PLABS0000018",7,7,7,7,"10,24",200,2,"2,8",0,0,0,
315,"2009-02-24",10,"ASSECOBS","PLABS0000018","7,35","7,35",7,"7,29","4,14",722,9,"10,52",0,0,0,
316,"2009-02-25",10,"ASSECOBS","PLABS0000018","6,8","6,8","6,5","6,74","-7,54",4368,19,"58,59",0,0,0,
317,"2009-02-26",10,"ASSECOBS","PLABS0000018","6,8","6,8","6,3","6,78","0,59",650,8,"8,73",0,0,0,
318,"2009-02-27",10,"ASSECOBS","PLABS0000018",0,0,0,"6,78",0,0,0,0,0,0,0,
319,"2009-03-02",10,"ASSECOBS","PLABS0000018","6,75","6,75","6,65","6,65","-1,92",705,4,"9,48",0,0,0,
320,"2009-03-03",10,"ASSECOBS","PLABS0000018","6,6","6,78","6,3","6,78","1,95",725,10,"9,46",0,0,0,
321,"2009-03-04",10,"ASSECOBS","PLABS0000018","6,3","6,39","6,16","6,29","-7,23",6092,26,"76,62",0,0,0,
322,"2009-03-05",10,"ASSECOBS","PLABS0000018","6,37","6,37","6,2","6,2","-1,43",2692,21,"33,82",0,0,0,
323,"2009-03-06",10,"ASSECOBS","PLABS0000018","6,29","6,29","5,8",6,"-3,23",7953,32,"95,52",0,0,0,
324,"2009-03-09",10,"ASSECOBS","PLABS0000018","6,2","6,2","6,07","6,07","1,17",2752,13,"33,56",0,0,0,
325,"2009-03-10",10,"ASSECOBS","PLABS0000018","6,14","6,14","6,1","6,1","0,49",430,3,"5,25",0,0,0,
326,"2009-03-11",10,"ASSECOBS","PLABS0000018","6,14","6,14","6,1","6,1",0,2629,12,"32,11",0,0,0,
327,"2009-03-12",10,"ASSECOBS","PLABS0000018","6,05","6,19","6,05","6,19","1,48",1544,4,"19,08",0,0,0,
328,"2009-03-13",10,"ASSECOBS","PLABS0000018","6,2","6,31","6,05","6,05","-2,26",2221,14,"27,79",0,0,0,
329,"2009-03-16",10,"ASSECOBS","PLABS0000018","5,6","6,2","5,5","6,1","0,83",1533,6,"17,8",0,0,0,
330,"2009-03-17",10,"ASSECOBS","PLABS0000018","6,18","6,18","6,05","6,05","-0,82",1192,8,"14,53",0,0,0,
331,"2009-03-18",10,"ASSECOBS","PLABS0000018","6,05","6,06",6,6,"-0,83",426,5,"5,14",0,0,0,
332,"2009-03-19",10,"ASSECOBS","PLABS0000018","6,05","6,05","5,75","6,05","0,83",850,5,"10,08",0,0,0,
333,"2009-03-20",10,"ASSECOBS","PLABS0000018","6,05","6,05","6,05","6,05",0,10,1,"0,12",0,0,0,
334,"2009-03-23",10,"ASSECOBS","PLABS0000018","6,29","6,29","5,86",6,"-0,83",8845,17,"105,68",0,0,0,
335,"2009-03-24",10,"ASSECOBS","PLABS0000018","6,05","6,1","5,88","6,1","1,67",2533,17,"30,19",0,0,0,
336,"2009-03-25",10,"ASSECOBS","PLABS0000018","5,95","6,08","5,95","6,08","-0,33",645,4,"7,79",0,0,0,
337,"2009-03-26",10,"ASSECOBS","PLABS0000018","6,15","6,15","5,8","5,87","-3,45",5510,22,"64,4",0,0,0,
338,"2009-03-27",10,"ASSECOBS","PLABS0000018","5,88","5,94","5,75","5,94","1,19",1708,10,"20,03",0,0,0,
339,"2009-03-30",10,"ASSECOBS","PLABS0000018","5,9","5,9","5,54","5,75","-3,2",3650,11,"41,51",0,0,0,
340,"2009-03-31",10,"ASSECOBS","PLABS0000018","5,65","5,7","5,65","5,65","-1,74",1017,7,"11,54",0,0,0,
341,"2009-04-01",10,"ASSECOBS","PLABS0000018","5,65","5,7","5,6","5,65",0,18432,20,"208,78",0,0,0,
342,"2009-04-02",10,"ASSECOBS","PLABS0000018","5,7","5,85","5,7","5,85","3,54",22695,19,"261,97",0,0,0,
343,"2009-04-03",10,"ASSECOBS","PLABS0000018",6,6,"5,81","5,95","1,71",20041,38,"239,07",0,0,0,
344,"2009-04-06",10,"ASSECOBS","PLABS0000018",6,"6,05","5,75","5,76","-3,19",6146,18,"72,47",0,0,0,
345,"2009-04-07",10,"ASSECOBS","PLABS0000018","5,78","5,8","5,65","5,7","-1,04",3731,13,"42,65",0,0,0,
346,"2009-04-08",10,"ASSECOBS","PLABS0000018","5,7","5,88","5,54","5,6","-1,75",22773,49,"259,61",0,0,0,
347,"2009-04-09",10,"ASSECOBS","PLABS0000018","5,75","5,94","5,62","5,62","0,36",13140,28,"149,89",0,0,0,
348,"2009-04-14",10,"ASSECOBS","PLABS0000018","5,89","5,89","5,55","5,62",0,41838,87,"475,74",0,0,0,
349,"2009-04-15",10,"ASSECOBS","PLABS0000018","5,62","5,73","5,57","5,6","-0,36",24890,52,"279,87",0,0,0,
350,"2009-04-16",10,"ASSECOBS","PLABS0000018","5,79","6,2","5,7","6,19","10,54",126470,98,"1474,05",0,0,0,
351,"2009-04-17",10,"ASSECOBS","PLABS0000018","6,25","6,87","6,19","6,59","6,46",192152,162,"2437,75",0,0,0,
352,"2009-04-20",10,"ASSECOBS","PLABS0000018","6,79",7,"6,64","6,7","1,67",123922,82,"1680,22",0,0,0,
353,"2009-04-21",10,"ASSECOBS","PLABS0000018","6,7","6,7","6,45","6,5","-2,99",25864,43,"339,42",0,0,0,
354,"2009-04-22",10,"ASSECOBS","PLABS0000018","6,75","6,95","6,62","6,85","5,38",3390,23,"45,81",0,0,0,
355,"2009-04-23",10,"ASSECOBS","PLABS0000018","6,9","6,9","6,72","6,72","-1,9",860,11,"11,74",0,0,0,
356,"2009-04-24",10,"ASSECOBS","PLABS0000018","6,8","6,8","6,66","6,8","1,19",4898,20,"66,01",0,0,0,
357,"2009-04-27",10,"ASSECOBS","PLABS0000018","6,8","6,9","6,55","6,8",0,21445,30,"290,2",0,0,0,
358,"2009-04-28",10,"ASSECOBS","PLABS0000018","6,7","6,78","6,55","6,6","-2,94",1723,9,"22,88",0,0,0,
359,"2009-04-29",10,"ASSECOBS","PLABS0000018","6,6","6,79","6,6","6,7","1,52",2369,10,"31,71",0,0,0,
360,"2009-04-30",10,"ASSECOBS","PLABS0000018","6,61","6,7","6,61","6,7",0,810,5,"10,76",0,0,0,
361,"2009-05-04",10,"ASSECOBS","PLABS0000018","6,75","6,8","6,75","6,78","1,19",1745,6,"23,66",0,0,0,
362,"2009-05-05",10,"ASSECOBS","PLABS0000018","6,78","6,78","6,7","6,7","-1,18",2579,12,"34,85",0,0,0,
363,"2009-05-06",10,"ASSECOBS","PLABS0000018","6,77","6,77","6,71","6,72","0,3",863,10,"11,65",0,0,0,
364,"2009-05-07",10,"ASSECOBS","PLABS0000018","6,72","6,79","6,5","6,7","-0,3",183562,31,"2388,95",0,0,0,
365,"2009-05-08",10,"ASSECOBS","PLABS0000018","6,7","6,96","6,7","6,87","2,54",63541,46,"864,93",0,0,0,
366,"2009-05-11",10,"ASSECOBS","PLABS0000018","6,99","6,99","6,74","6,81","-0,87",10986,22,"150,15",0,0,0,
367,"2009-05-12",10,"ASSECOBS","PLABS0000018","6,71","6,85","6,7","6,85","0,59",16796,29,"229,21",0,0,0,
368,"2009-05-13",10,"ASSECOBS","PLABS0000018","6,79","6,79","6,7","6,71","-2,04",1625,5,"21,83",0,0,0,
369,"2009-05-14",10,"ASSECOBS","PLABS0000018","6,7","6,84","6,68","6,84","1,94",8845,16,"120,15",0,0,0,
370,"2009-05-15",10,"ASSECOBS","PLABS0000018","6,85","6,85","6,7","6,8","-0,58",18778,13,"255,35",0,0,0,
371,"2009-05-18",10,"ASSECOBS","PLABS0000018",7,"7,57",7,"7,1","4,41",12962,51,"184,23",0,0,0,
372,"2009-05-19",10,"ASSECOBS","PLABS0000018","7,12","7,3","7,12","7,3","2,82",26408,66,"378,32",0,0,0,
373,"2009-05-20",10,"ASSECOBS","PLABS0000018","7,32","7,32","7,1","7,29","-0,14",6689,40,"96,85",0,0,0,
374,"2009-05-21",10,"ASSECOBS","PLABS0000018","7,3","7,37","7,28","7,3","0,14",20063,55,"293,53",0,0,0,
375,"2009-05-22",10,"ASSECOBS","PLABS0000018","6,98","6,98","6,62","6,89","0,15",5690,43,"78,46",0,0,0,
376,"2009-05-25",10,"ASSECOBS","PLABS0000018","6,88","6,88","6,74","6,74","-2,18",1557,6,"21,06",0,0,0,
377,"2009-05-26",10,"ASSECOBS","PLABS0000018","6,74","6,74","6,48","6,48","-3,86",6914,17,"90,58",0,0,0,
378,"2009-05-27",10,"ASSECOBS","PLABS0000018","6,22","6,46","6,22","6,46","-0,31",4879,24,"62,06",0,0,0,
379,"2009-05-28",10,"ASSECOBS","PLABS0000018","6,25","6,58","6,25","6,58","1,86",1487,7,"19,32",0,0,0,
380,"2009-05-29",10,"ASSECOBS","PLABS0000018","6,58","6,58","6,58","6,58",0,10,1,"0,13",0,0,0,
381,"2009-06-01",10,"ASSECOBS","PLABS0000018","6,25","6,6","6,25","6,6","0,3",16064,23,"211,05",0,0,0,
382,"2009-06-02",10,"ASSECOBS","PLABS0000018","6,83","6,83","6,52","6,63","0,45",670,7,"8,87",0,0,0,
383,"2009-06-03",10,"ASSECOBS","PLABS0000018","6,63","6,7","6,63","6,63",0,3459,15,"46,15",0,0,0,
384,"2009-06-04",10,"ASSECOBS","PLABS0000018","6,73","6,73","6,46","6,52","-1,66",1459,7,19,0,0,0,
385,"2009-06-05",10,"ASSECOBS","PLABS0000018","6,52","6,7","6,52","6,7","2,76",5328,10,"69,95",0,0,0,
386,"2009-06-08",10,"ASSECOBS","PLABS0000018","6,7","6,7","6,7","6,7",0,10,1,"0,13",0,0,0,
387,"2009-06-09",10,"ASSECOBS","PLABS0000018","6,7","6,7","6,5","6,64","-0,9",26114,5,"339,95",0,0,0,
388,"2009-06-10",10,"ASSECOBS","PLABS0000018","6,64","6,69","6,53","6,69","0,75",414,3,"5,43",0,0,0,
389,"2009-06-12",10,"ASSECOBS","PLABS0000018","6,6","6,69","6,32","6,52","-2,54",1035,7,"13,52",0,0,0,
390,"2009-06-15",10,"ASSECOBS","PLABS0000018","6,6","6,6","6,5","6,58","0,92",3054,8,"39,83",0,0,0,
391,"2009-06-16",10,"ASSECOBS","PLABS0000018","6,58","6,58","6,41","6,54","-0,61",1100,8,"14,25",0,0,0,
392,"2009-06-17",10,"ASSECOBS","PLABS0000018","6,53","6,55","6,43","6,5","-0,61",37747,13,"490,62",0,0,0,
393,"2009-06-18",10,"ASSECOBS","PLABS0000018","6,5","6,5","6,4","6,5",0,1432,5,"18,59",0,0,0,
394,"2009-06-19",10,"ASSECOBS","PLABS0000018","6,55","6,55","6,42","6,5",0,481,5,"6,27",0,0,0,
395,"2009-06-22",10,"ASSECOBS","PLABS0000018","6,41","6,41","6,25","6,25","-3,85",1122,8,"14,15",0,0,0,
396,"2009-06-23",10,"ASSECOBS","PLABS0000018","6,01","6,18","5,85",6,-4,9150,33,"109,88",0,0,0,
397,"2009-06-24",10,"ASSECOBS","PLABS0000018","6,01","6,06","5,9",6,0,3515,8,"42,13",0,0,0,
398,"2009-06-25",10,"ASSECOBS","PLABS0000018","6,04","6,04","5,92","5,92","-1,33",16845,7,"199,88",0,0,0,
399,"2009-06-26",10,"ASSECOBS","PLABS0000018","5,9","6,19","5,9","6,19","4,56",492,3,"6,04",0,0,0,
400,"2009-06-29",10,"ASSECOBS","PLABS0000018","6,1","6,18","6,1","6,18","-0,16",2021,5,"24,96",0,0,0,
401,"2009-06-30",10,"ASSECOBS","PLABS0000018","6,23","6,23","6,23","6,23","0,81",20,1,"0,25",0,0,0,
402,"2009-07-01",10,"ASSECOBS","PLABS0000018","6,24","6,24","6,16","6,16","-1,12",1011,3,"12,46",0,0,0,
403,"2009-07-02",10,"ASSECOBS","PLABS0000018","6,05","6,25","6,05","6,25","1,46",1070,7,13,0,0,0,
404,"2009-07-03",10,"ASSECOBS","PLABS0000018","6,24","6,24","6,2","6,2","-0,8",160,2,"1,99",0,0,0,
405,"2009-07-06",10,"ASSECOBS","PLABS0000018","6,23","6,23","6,23","6,23","0,48",10,1,"0,12",0,0,0,
406,"2009-07-07",10,"ASSECOBS","PLABS0000018","6,19","6,19","6,19","6,19","-0,64",210,1,"2,6",0,0,0,
407,"2009-07-08",10,"ASSECOBS","PLABS0000018","6,06","6,2","6,06","6,2","0,16",155,2,"1,88",0,0,0,
408,"2009-07-09",10,"ASSECOBS","PLABS0000018","6,06","6,2","6,06","6,2",0,1852,7,"22,45",0,0,0,
409,"2009-07-10",10,"ASSECOBS","PLABS0000018","6,06","6,06","6,05","6,05","-2,42",430,2,"5,21",0,0,0,
410,"2009-07-13",10,"ASSECOBS","PLABS0000018","6,01","6,1",6,6,"-0,83",2571,11,"31,14",0,0,0,
411,"2009-07-14",10,"ASSECOBS","PLABS0000018","6,06","6,2","6,06","6,14","2,33",7043,15,"86,56",0,0,0,
412,"2009-07-15",10,"ASSECOBS","PLABS0000018","6,15","6,2","6,14","6,15","0,16",4183,10,"51,73",0,0,0,
413,"2009-07-16",10,"ASSECOBS","PLABS0000018","6,1","6,15",6,"6,15",0,3012,9,"36,45",0,0,0,
414,"2009-07-17",10,"ASSECOBS","PLABS0000018","6,14","6,15","6,1","6,1","-0,81",1185,4,"14,54",0,0,0,
415,"2009-07-20",10,"ASSECOBS","PLABS0000018","6,1","6,45",6,"6,29","3,11",17470,44,"214,92",0,0,0,
416,"2009-07-21",10,"ASSECOBS","PLABS0000018","6,32","6,38","6,21","6,21","-1,27",9795,27,"123,25",0,0,0,
417,"2009-07-22",10,"ASSECOBS","PLABS0000018","6,21","6,21","6,17","6,17","-0,64",936,5,"11,61",0,0,0,
418,"2009-07-23",10,"ASSECOBS","PLABS0000018","6,27","6,3","6,25","6,3","2,11",44297,9,"553,76",0,0,0,
419,"2009-07-24",10,"ASSECOBS","PLABS0000018","6,12","6,34","6,04","6,27","-0,48",12162,27,"150,7",0,0,0,
420,"2009-07-27",10,"ASSECOBS","PLABS0000018","6,32","6,32","6,2","6,3","0,48",1979,11,"24,67",0,0,0,
421,"2009-07-28",10,"ASSECOBS","PLABS0000018","6,29","6,33","6,21","6,21","-1,43",3300,13,"41,39",0,0,0,
422,"2009-07-29",10,"ASSECOBS","PLABS0000018","6,21","6,3","6,2","6,3","1,45",3324,9,"41,7",0,0,0,
423,"2009-07-30",10,"ASSECOBS","PLABS0000018","6,33","6,48","6,32","6,48","2,86",11255,22,"143,08",0,0,0,
424,"2009-07-31",10,"ASSECOBS","PLABS0000018","6,46","6,58","6,46","6,57","1,39",13336,23,"173,89",0,0,0,
425,"2009-08-03",10,"ASSECOBS","PLABS0000018","6,6","6,6","6,45","6,57",0,4134,11,"53,88",0,0,0,
426,"2009-08-04",10,"ASSECOBS","PLABS0000018","6,59","6,59","6,45","6,5","-1,07",4900,9,"63,54",0,0,0,
427,"2009-08-05",10,"ASSECOBS","PLABS0000018","6,5","6,5","6,45","6,45","-0,77",851,7,"11,03",0,0,0,
428,"2009-08-06",10,"ASSECOBS","PLABS0000018","6,45","6,45","6,38","6,44","-0,16",3105,11,"39,91",0,0,0,
429,"2009-08-07",10,"ASSECOBS","PLABS0000018","6,55","6,55","6,1","6,54","1,55",12580,41,"156,34",0,0,0,
430,"2009-08-10",10,"ASSECOBS","PLABS0000018","6,49","6,49","6,4","6,4","-2,14",1343,14,"17,34",0,0,0,
431,"2009-08-11",10,"ASSECOBS","PLABS0000018","6,43","6,6","6,43","6,46","0,94",2238,9,"29,33",0,0,0,
432,"2009-08-12",10,"ASSECOBS","PLABS0000018","6,45","6,45","6,21","6,44","-0,31",6182,16,"78,51",0,0,0,
433,"2009-08-13",10,"ASSECOBS","PLABS0000018","6,5","6,5","6,45","6,49","0,78",3025,18,"39,26",0,0,0,
